name,gender,attributes,colour,price,category,desc
Plus Oversized Skater Sweater Dress,female,"95% Polyester, 5% Elastane. Machine wash. Model wears UK size 16.",grey,£18.00,PLUS SIZE DRESSES,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Tropical Longline Beach Shirt,female,NA,black,£11.25,BEACHWEAR,"Heading to the beach this summer? Make a splash this season thanks to our latest collection of beachwear, perfect for all your vacations, staycations and baecations. Cause a storm in crochet beach trousers and a crop top, or keep it casual in a beach playsuit and sliders. Feeling classy? Turn some serious heads in a beach maxi dress, dainty jewellery, and woven sandals. Whatever your vibe, our women's beachwear edit has you covered, girl. Pass the 2-4-1 cocktail menu, we’ll take one of everything!"
Petite Woven Long Sleeve Shirt,female,100% Polyester. Machine Wash. Model Wears Size UK 10.,black,£9.00,PETITE TOPS,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Halterneck Floral Flippy Playsuit,female,100% Polyester. Model wears size 10,orange,£15.00,JUMPSUITS & PLAYSUITS,"Move over spots and stripes, this floral playsuit is here to mix up your neutrals this season. An all-in-one style that lengthens the legs and balances out the hips, this flowery playsuit is the perfect summer style to take you from day to night. Complete with ruffle detailing, frilled hems and flared sleeves, these pieces have serious add-to-bag potential. Choose from palm, daisy, and mixed florals and get ready to turn some serious heads. We love this one paired with statement heels and a micro-bag."
Plus Textured Double Breasted Blazer,female,95% Polyester. 5% Elastane. Machine wash. Model wears UK size 16.,ivory,£30.00,PLUS SIZE TROUSERS,"From top to bottom, we've got you covered with this season's perfect pair of plus size trousers. Figure flattering, practical, and an essential addition to your new-season wardrobe, this style is made with extra fabric to ensure the perfect fit. Team a pair of plus size wide leg trousers with a lace bodysuit and barely-there heels for style too good to go unnoticed. It doesn't matter if you're after simple or statement, our dedicated range of plus size pants has the key garms you need."
Tall High Waist Straight Leg Mom Jeans,female,100% Polyester. Machine Wash. Model Wears UK Size 10.,mid blue,£13.50,TALL CLOTHING,"New season update has dropped: and it's tall jeans. Tailored to tall girls, a staple pair of jeans is essential, whether for a casual shopping outing or to dress up with a nice top and heels for a night out. Designed to fit 5’7 and over, these long leg jeans are made for casual everyday wear and are the lowkey clothing piece to make your outfit look fire. These jeans are longer line with more fabric in the leg and torso, fitting perfectly to your figure."
Plus Wrap Slinky Ruffle Bodycon Dress,female,"95% Polyester, 5% Elastane. Machine wash. Model wears UK size 16.",stone,£22.00,PLUS SIZE DRESSES,"This plus size wrap dress is about to become your new go-to. With a wrap-around design that cinches you in at the waist and creates a soft V neckline, there’s no denying a plus wrap dress deserves a place in your dresses collection. Whether you’re loving floral styles, understated black or statement red for date night, it’s time to show off your figure in this flattering dress."
Straight Leg Jogger,female,NA,stone,£15.00,JOGGERS,"These joggers were made to move (and chill) in. Paired with everything from oversized hoodies to your go-to crop top, these sweatpants are the only new season essential you need. Who knew jogging bottoms would make such a comeback? From high waisted joggers to black and tie dye styles, our  women's joggers edit has your every day fits covered."
Beige Plus Oversized Basic Jogger,female,95% Polyester. 5% Elastane. Machine Wash. Model Wears UK Size 16.,taupe,£13.50,NEW IN,"Swapping out your jeans for something comfier? We see you. Soft, cosy, and perfect for off-duty chills, try these casual pair of plus size joggers from our updated collection. Featuring a relaxed fit with added fabric for the perfect fit, this style features an elasticated waist for maximum comfort. Let's face it, these have become a go-to in all our wardrobes, that's why we've got several styles of women's plus size joggers that our curvy girls can choose from. From cuffed lengths to drawstring waists, this pair is bringing ultimate chill vibes to your everyday look."
Bum Shaping High Waisted Skinny Jeans,female,"98% cotton, 2% elastane. Machine wash. Model wears UK size 10.",mid wash,£22.00,JEANS,"No wardrobe can be complete without a trusty pair of high waisted jeans. Available in a variety of cool styles, choose between ankle-grazers, flared and wide-leg shapes, fringed hems and other fashion-forward details. Tuck a denim shirt into your high rise jeans for that iconic all denim look. Team a bodysuit with heeled boots and high waisted skinny jeans to take it to evening, or throw on a classic tee with chunky trainers for effortless vibes."
Washed Denim Peplum Hem Corset Top,female,"80% cotton, 20% polyester. Machine wash. Model wears UK size 10.",black,£25.00,DENIM SHIRTS & TOPS,"Hit refresh on your casual wardrobe with this denim top. Featuring a rigid fabric that’s durable, versatile, and always on trend, this style is a wardrobe staple which can be dressed up or down (winning). Pair with floaty trousers and box-fresh trainers for off-duty plans or team with leather leggings and statement mules for a look that’s guaranteed to pass the vibe check. From denim shirts in vintage washes and bleached dyes to denim crop tops  with embroidery detailing, this '90s denim icon isn't going anywhere girl."
Quilted Biker Jacket,female,NA,chocolate,£26.25,COATS & JACKETS,"A short, close-fitting jacket complete with zips and stud detailing, rock some seriously cool vibes on the day-to-day with a biker jacket. Whether you prefer cropped, longline or a classic oversized shape for vintage vibes, biker jackets are a wardrobe classic that's perfect for edging up your outfit. Layer up your dress with a suede biker jacket, or show off your shape with a black biker jacket that's both timeless and flattering."
Textured Pleated Ruffle Smock Dress,female,98% Polyester 2% Elastane. Model wears size 10,white,£20.00,DRESSES,"Meet our latest obsession: the pleated dress. Designed with a folded double fabric, pretty pleats are a whole vibe this season, so why not give a dress with a pleated skirt a try? Worn best with strappy heels and a clutch, a pleated midi dress is a great way to hit refresh on your day or evening wear style. Loved for its draped design, a pleated maxi dress provides a slimming, flattering fit. We’ll have you looking statement in no time."
Gold Mirror Round Sunglasses,female,"Material: Polycarbonate Lenses, 100% Polycarbonate Frame with metal trims",gold,£7.50,ACCESSORIES,"A summer staple that’s everything you’ve been scrolling for, get shady this season in this pair of sunglasses from our latest collection. Designed to protect your eyes from the sun (while never compromising on style), this style is ideal for summer days, festivals and beyond. From sleek cat-eye sunglasses to the forever-cool aviators, discover the latest sunglasses for women who love doing weekend trips and holidays in style. Seen in timeless tortoiseshell and leopard prints to classic black sunglasses that go with everything, your sunnies collection deserves an upgrade girl so get on board with this pair."
